Time [s]	Tatm [K]	Patm [Pa]	RH [%]	Re	delPorf [Pa]	mp [kg/s]	Ps [Pa]
328.304778	300.170693	86130.000000	43.000000	39973.570402	2128.937532	0.211839	-120.164495
328.697800	300.170693	86130.000000	43.000000	39819.842910	2191.593710	0.211014	-120.735304
329.088823	300.180671	86130.000000	43.000000	40388.606378	2158.378566	0.214028	-121.695282
329.478845	300.188654	86130.000000	43.000000	40086.075176	2133.836930	0.212431	-122.026085
329.869867	300.186658	86130.000000	43.000000	39860.498234	2171.543018	0.211241	-120.530977
330.261890	300.180671	86130.000000	43.000000	40202.440878	2151.465157	0.213052	-120.492066
330.652912	300.170693	86130.000000	43.000000	40022.332380	2141.158576	0.212093	-121.380687
331.044934	300.165705	86130.000000	43.000000	39932.519965	2142.691884	0.211611	-120.005589
331.436957	300.168698	86130.000000	43.000000	39946.926276	2178.701430	0.211684	-119.879099
331.829979	300.180671	86130.000000	43.000000	40272.387095	2157.852350	0.213411	-120.278011
332.221002	300.165705	86130.000000	43.000000	40080.162697	2158.714250	0.212400	-121.351504
332.613024	300.165705	86130.000000	43.000000	40093.751897	2149.505484	0.212462	-120.469363
333.004046	300.168698	86130.000000	43.000000	40009.325197	2182.657117	0.212015	-119.778559
333.397069	300.173687	86130.000000	43.000000	40307.965004	2125.616957	0.213599	-120.466115
333.787091	300.178676	86130.000000	43.000000	39788.853073	2152.009544	0.210851	-120.054228
334.178114	300.175682	86130.000000	43.000000	40027.545402	2156.210190	0.212120	-120.472595
334.570136	300.165705	86130.000000	43.000000	40067.049052	2162.316126	0.212327	-119.882347
334.962159	300.175682	86130.000000	43.000000	40125.127885	2144.334045	0.212628	-121.114745
335.354181	300.162711	86130.000000	43.000000	39959.601470	2159.285806	0.211758	-121.017453
342.007562	300.196636	86130.000000	43.000000	39963.055897	2124.691503	0.211773	-144.948876
342.398584	300.230561	86130.000000	43.000000	39793.888966	2148.570989	0.210893	-146.223449
342.791606	300.178676	86130.000000	43.000000	40001.969554	2210.818757	0.212018	-145.506694
343.182629	300.204618	86130.000000	43.000000	40580.182519	2171.851488	0.215048	-144.760771
343.574651	300.199629	86130.000000	43.000000	40220.215930	2159.712257	0.213158	-145.441832
343.965673	300.196636	86130.000000	43.000000	40112.420831	2172.178129	0.212583	-145.743452
344.359696	300.196636	86130.000000	43.000000	40226.573077	2145.703990	0.213186	-144.965084
344.750719	300.196636	86130.000000	43.000000	39985.646249	2160.029769	0.211909	-145.694798
345.141741	300.206614	86130.000000	43.000000	40116.477219	2172.813197	0.212603	-145.831017
345.533763	300.186658	86130.000000	43.000000	40229.141493	2186.168269	0.213206	-145.785611
345.926785	300.188654	86130.000000	43.000000	40356.139937	2162.969321	0.213866	-145.308862
346.317808	300.201625	86130.000000	43.000000	40145.350665	2196.021187	0.212750	-145.467783
346.709830	300.194640	86130.000000	43.000000	40439.745390	2150.004445	0.214319	-145.594258
347.101853	300.209607	86130.000000	43.000000	40025.978077	2167.015775	0.212122	-145.091574
347.494875	300.201625	86130.000000	43.000000	40175.108914	2142.927758	0.212922	-145.185619
347.885898	300.191647	86130.000000	43.000000	39958.967978	2191.439475	0.211771	-145.571555
348.277920	300.199629	86130.000000	43.000000	40401.881140	2170.862567	0.214112	-145.493718
348.667943	300.199629	86130.000000	43.000000	40213.457891	2133.210904	0.213118	-144.832113
349.060965	300.199629	86130.000000	43.000000	39870.640475	2120.518070	0.211302	-145.120757
349.452987	300.180671	86130.000000	43.000000	39754.794467	2152.435951	0.210688	-144.585642
349.845010	300.183665	86130.000000	43.000000	40051.734266	2139.625310	0.212249	-143.489447
350.236032	300.204618	86130.000000	43.000000	39933.205579	2142.120284	0.211623	-144.245097
350.630054	300.196636	86130.000000	43.000000	39949.858051	2191.829627	0.211725	-144.624553
351.022077	300.183665	86130.000000	43.000000	40402.963086	2166.054066	0.214121	-145.386699
351.413099	300.178676	86130.000000	43.000000	40175.021780	2181.686366	0.212904	-145.895878
351.804122	300.183665	86130.000000	43.000000	40318.443650	2129.826644	0.213661	-145.912101
352.198144	300.212601	86130.000000	43.000000	39845.758797	2164.874611	0.211159	-146.064527
352.589167	300.188654	86130.000000	43.000000	40155.562153	2135.760347	0.212820	-145.308862
352.980189	300.209607	86130.000000	43.000000	39897.855477	2162.533872	0.211439	-145.571555
353.371212	300.190649	86130.000000	43.000000	40134.914384	2170.726502	0.212709	-146.268839
353.763234	300.192645	86130.000000	43.000000	40215.826010	2107.181212	0.213125	-146.259112
354.155256	300.192645	86130.000000	43.000000	39635.563312	2155.538824	0.210051	-145.211570
354.546278	300.205616	86130.000000	43.000000	40076.602696	2188.064473	0.212389	-146.135869
354.937301	300.169696	86130.000000	43.000000	40367.426497	2158.070096	0.213938	-144.945628
355.330324	300.171691	86130.000000	43.000000	40106.744915	2212.143362	0.212533	-146.197498
355.721346	300.182667	86130.000000	43.000000	40594.843804	2156.246488	0.215121	-145.289406
356.112368	300.171691	86130.000000	43.000000	40086.249699	2159.149742	0.212433	-145.973715
356.503391	300.195638	86130.000000	43.000000	40116.773248	2155.847294	0.212588	-145.033193
356.896413	300.169696	86130.000000	43.000000	40078.243007	2121.516077	0.212399	-144.585642
357.289435	300.156724	86130.000000	43.000000	39773.050891	2178.882878	0.210765	-144.494830
357.679458	300.164707	86130.000000	43.000000	40299.077599	2162.152805	0.213544	-145.389946
358.070480	300.174685	86130.000000	43.000000	40145.796985	2138.527494	0.212737	-144.780227
358.464503	300.174685	86130.000000	43.000000	39927.128202	2144.052787	0.211585	-144.413746
358.855525	300.156724	86130.000000	43.000000	39977.197034	2147.645578	0.211850	-145.415897
359.247548	300.158720	86130.000000	43.000000	40016.555085	2237.719303	0.212047	-146.615865
359.639570	300.161713	86130.000000	43.000000	40827.898014	2147.999389	0.216348	-145.117510
360.032592	300.174685	86130.000000	43.000000	40017.845162	2167.133712	0.212057	-143.966195
360.423615	300.166702	86130.000000	43.000000	40186.407502	2163.531836	0.212959	-145.101302
360.814637	300.177678	86130.000000	43.000000	40157.287445	2152.526675	0.212799	-145.785611
361.206660	300.153731	86130.000000	43.000000	40054.411813	2192.573589	0.212261	-144.669959
367.866041	300.153731	86130.000000	43.000000	40120.898458	2170.526884	0.212608	-175.522382
368.256063	300.161713	86130.000000	43.000000	40251.056641	2190.033231	0.213288	-176.942885
368.647085	300.171691	86130.000000	43.000000	40425.944834	2132.466941	0.214220	-176.307231
369.039108	300.174685	86130.000000	43.000000	39899.523101	2142.791694	0.211437	-177.601259
369.431130	300.164707	86130.000000	43.000000	39993.928847	2124.328607	0.211939	-178.039081
369.823153	300.169696	86130.000000	43.000000	39828.745682	2132.693773	0.211057	-176.592627
370.214175	300.177678	86130.000000	43.000000	39902.483188	2142.474138	0.211451	-175.759125
370.607197	300.166702	86130.000000	43.000000	39988.512239	2173.911014	0.211912	-175.181852
370.998219	300.177678	86130.000000	43.000000	40277.184841	2180.007907	0.213435	-175.931022
371.391242	300.192645	86130.000000	43.000000	40329.386939	2134.825851	0.213719	-177.604506
371.782265	300.143753	86130.000000	43.000000	39915.480350	2172.903921	0.211535	-177.176396
372.175287	300.153731	86130.000000	43.000000	40277.218238	2208.387294	0.213420	-178.116918
372.566309	300.156724	86130.000000	43.000000	40594.622979	2204.422522	0.215108	-177.296407
372.960332	300.148742	86130.000000	43.000000	40557.275414	2155.729314	0.214912	-176.972084
373.351354	300.164707	86130.000000	43.000000	40119.503977	2138.182725	0.212587	-179.900670
373.745377	300.140760	86130.000000	43.000000	39956.990399	2181.205490	0.211737	-176.861816
374.136399	300.143753	86130.000000	43.000000	40352.883317	2159.122529	0.213819	-176.466152
374.527421	300.153731	86130.000000	43.000000	40151.480942	2193.181444	0.212754	-178.149349
374.918444	300.153731	86130.000000	43.000000	40457.810550	2138.119214	0.214383	-175.188332
375.311466	300.151735	86130.000000	43.000000	39955.863888	2167.160925	0.211724	-176.469384
375.702489	300.138764	86130.000000	43.000000	40221.889484	2161.581205	0.213132	-176.715870
376.095511	300.195638	86130.000000	43.000000	40175.669475	2131.859086	0.212879	-175.464001
376.486534	300.143753	86130.000000	43.000000	39885.457621	2168.040995	0.211378	-175.561293
376.878556	300.157722	86130.000000	43.000000	40231.674646	2170.808141	0.213179	-175.648857
377.270578	300.170693	86130.000000	43.000000	40252.254502	2149.741358	0.213297	-176.148309
377.661601	300.157722	86130.000000	43.000000	40057.197256	2193.217742	0.212272	-175.827234
378.053623	300.180671	86130.000000	43.000000	40454.826792	2140.405571	0.214370	-176.261825
378.445646	300.155727	86130.000000	43.000000	39968.956460	2126.261110	0.211810	-175.541838
378.836668	300.157722	86130.000000	43.000000	39847.068537	2176.533053	0.211148	-177.549373
379.227690	300.157722	86130.000000	43.000000	40305.687193	2173.139838	0.213580	-177.708279
379.618713	300.155727	86130.000000	43.000000	40275.163426	2119.628958	0.213418	-176.816410
380.010735	300.186658	86130.000000	43.000000	39787.397124	2143.299739	0.210832	-178.314750
380.401758	300.149740	86130.000000	43.000000	39995.246374	2209.902432	0.211954	-176.774252
380.790780	300.162711	86130.000000	43.000000	40608.280221	2124.745972	0.215178	-176.187235
381.183802	300.175682	86130.000000	43.000000	39831.532865	2120.971733	0.211071	-176.900727
381.575825	300.169696	86130.000000	43.000000	39793.434271	2142.664671	0.210877	-177.182891
381.967847	300.161713	86130.000000	43.000000	39994.019712	2158.378566	0.211936	-178.356924
382.357870	300.158720	86130.000000	43.000000	40140.664725	2148.561903	0.212708	-176.274800
382.748892	300.158720	86130.000000	43.000000	40050.567005	2168.431103	0.212229	-175.253193
383.142914	300.171691	86130.000000	43.000000	40230.200056	2165.210294	0.213181	-175.499679
383.533937	300.166702	86130.000000	43.000000	40196.982532	2152.699038	0.213013	-174.951573
383.925959	300.135771	86130.000000	43.000000	40084.527359	2176.605650	0.212414	-175.645625
384.317982	300.148742	86130.000000	43.000000	40311.980352	2150.621385	0.213599	-175.755893
384.711004	300.151735	86130.000000	43.000000	40072.130275	2151.374433	0.212336	-175.123470
385.103026	300.166702	86130.000000	43.000000	40077.475520	2144.887474	0.212367	-176.890999
385.495049	300.161713	86130.000000	43.000000	40015.066741	2169.955327	0.212046	-177.685576
385.887071	300.182667	86130.000000	43.000000	40245.160676	2175.943326	0.213262	-177.714774
386.281094	300.177678	86130.000000	43.000000	40292.557490	2163.268749	0.213527	-177.685576
386.672116	300.177678	86130.000000	43.000000	40179.296696	2202.054526	0.212923	-176.154805
387.064138	300.192645	86130.000000	43.000000	40528.176391	2137.275485	0.214772	-176.352637
393.723519	300.200627	86130.000000	43.000000	40224.101196	2141.095064	0.213157	-190.645358
394.116542	300.184663	86130.000000	43.000000	39981.255137	2165.555062	0.211889	-191.125339
394.507564	300.151735	86130.000000	43.000000	40209.346786	2092.265706	0.213087	-189.260517
394.899587	300.169696	86130.000000	43.000000	39547.431324	2143.000355	0.209558	-190.029143
395.291609	300.156724	86130.000000	43.000000	40008.145903	2128.638147	0.212011	-190.100500
395.683631	300.167700	86130.000000	43.000000	39881.147696	2126.188513	0.211330	-191.105883
396.075654	300.157722	86130.000000	43.000000	39856.067259	2178.302236	0.211204	-190.252926
396.465676	300.170693	86130.000000	43.000000	40332.882675	2159.621533	0.213724	-190.512387
396.858699	300.188654	86130.000000	43.000000	40159.574657	2149.659720	0.212814	-189.211864
397.249721	300.167700	86130.000000	43.000000	40062.064749	2159.630575	0.212309	-189.429167
397.640744	300.144751	86130.000000	43.000000	40159.703794	2135.506303	0.212813	-190.249694
398.031766	300.144751	86130.000000	43.000000	39948.006740	2124.745972	0.211676	-189.549162
398.425788	300.178676	86130.000000	43.000000	39848.921638	2158.233417	0.211151	-190.599952
398.816811	300.165705	86130.000000	43.000000	40144.488499	2124.990931	0.212739	-189.763217
399.207833	300.180671	86130.000000	43.000000	39844.633513	2159.349317	0.211142	-189.665909
399.598855	300.154729	86130.000000	43.000000	40153.229088	2141.167661	0.212787	-190.888596
399.992878	300.154729	86130.000000	43.000000	39997.068929	2151.746414	0.211943	-191.024799
400.383901	300.165705	86130.000000	43.000000	40093.613041	2139.797673	0.212454	-190.557793
400.775923	300.154729	86130.000000	43.000000	39980.785889	2151.864351	0.211863	-190.353466
401.166945	300.173687	86130.000000	43.000000	40094.141868	2153.687959	0.212457	-189.198904
401.559968	300.149740	86130.000000	43.000000	40103.597867	2133.972994	0.212519	-191.070205
401.951990	300.157722	86130.000000	43.000000	39933.098666	2179.572415	0.211600	-190.989136
402.344013	300.167700	86130.000000	43.000000	40345.058397	2133.102053	0.213788	-190.739402
402.735035	300.179674	86130.000000	43.000000	39919.067010	2130.525396	0.211538	-190.622655
403.126057	300.156724	86130.000000	43.000000	39891.573681	2096.992568	0.211400	-190.921027
403.519080	300.161713	86130.000000	43.000000	39591.053709	2167.260734	0.209792	-190.629135
403.910102	300.156724	86130.000000	43.000000	40232.048277	2116.916237	0.213192	-190.466981
404.303124	300.158720	86130.000000	43.000000	39774.133994	2160.537858	0.210763	-191.037774
404.695147	300.169696	86130.000000	43.000000	40172.386871	2168.821212	0.212874	-192.056133
405.087169	300.161713	86130.000000	43.000000	40244.856501	2102.499734	0.213265	-191.047502
405.478192	300.145749	86130.000000	43.000000	39640.403700	2138.654516	0.210057	-190.911299
405.869214	300.158720	86130.000000	43.000000	39977.169441	2116.743831	0.211831	-188.336218
406.263237	300.148742	86130.000000	43.000000	39770.174742	2142.945929	0.210743	-188.855126
406.654259	300.151735	86130.000000	43.000000	40013.682224	2140.342060	0.212027	-190.603199
407.045281	300.143753	86130.000000	43.000000	39990.488715	2181.060340	0.211906	-190.230223
407.436304	300.138764	86130.000000	43.000000	40362.616481	2154.341198	0.213872	-190.012935
407.828326	300.140760	86130.000000	43.000000	40121.724135	2141.829985	0.212593	-190.012935
408.219348	300.132777	86130.000000	43.000000	40007.070435	2182.439370	0.211986	-189.737266
408.610371	300.135771	86130.000000	43.000000	40378.215361	2140.459997	0.213948	-190.648590
409.001393	300.127788	86130.000000	43.000000	39996.711298	2157.208197	0.211928	-190.522115
409.394416	300.122800	86130.000000	43.000000	40151.788026	2121.071499	0.212745	-189.649702
409.786438	300.130782	86130.000000	43.000000	39822.541494	2168.657935	0.210997	-191.890732
410.178461	300.125793	86130.000000	43.000000	40255.921976	2134.807724	0.213299	-191.945866
410.570483	300.135771	86130.000000	43.000000	39949.331892	2128.492998	0.211671	-191.436686
410.963505	300.148742	86130.000000	43.000000	39887.918036	2141.548728	0.211352	-191.271285
411.358528	300.132777	86130.000000	43.000000	40002.991556	2174.428145	0.211970	-191.031294
411.749550	300.135771	86130.000000	43.000000	40306.844005	2149.033694	0.213570	-189.292948
412.141573	300.131780	86130.000000	43.000000	40073.712198	2159.521723	0.212336	-191.183720
412.533596	300.136769	86130.000000	43.000000	40172.102583	2162.851384	0.212855	-190.447526
412.925618	300.123797	86130.000000	43.000000	40200.095559	2164.929037	0.213007	-190.210767
419.584999	300.150738	86130.000000	43.000000	40274.797869	2182.847650	0.213417	-166.198214
419.977021	300.140760	86130.000000	43.000000	40355.660794	2153.751470	0.213840	-166.509561
420.368043	300.156724	86130.000000	43.000000	40095.475691	2153.715216	0.212455	-165.961455
420.761066	300.163709	86130.000000	43.000000	40089.509313	2191.067493	0.212434	-167.167950
421.153089	300.182667	86130.000000	43.000000	40426.384167	2128.311506	0.214223	-168.322527
421.545111	300.153731	86130.000000	43.000000	39851.414303	2160.637667	0.211189	-168.056586
421.936133	300.187656	86130.000000	43.000000	40155.152112	2141.113235	0.212780	-168.264146
422.330156	300.176680	86130.000000	43.000000	39966.730273	2199.804511	0.211803	-167.365782
422.722178	300.171691	86130.000000	43.000000	40500.951226	2168.576253	0.214627	-167.427411
423.113201	300.184663	86130.000000	43.000000	40220.753356	2178.547195	0.213139	-167.038227
423.504223	300.184663	86130.000000	43.000000	40306.374116	2157.090217	0.213601	-166.496586
423.897245	300.218587	86130.000000	43.000000	40111.500001	2127.050413	0.212568	-167.255514
424.288268	300.195638	86130.000000	43.000000	39827.321246	2131.205848	0.211084	-168.066314
424.679290	300.195638	86130.000000	43.000000	39873.414539	2194.233877	0.211314	-166.892281
425.070312	300.189651	86130.000000	43.000000	40444.172437	2174.201356	0.214339	-166.973365
425.463335	300.187656	86130.000000	43.000000	40265.367714	2137.955937	0.213387	-166.765790
425.853357	300.195638	86130.000000	43.000000	39936.475481	2214.320824	0.211643	-165.760375
426.245379	300.212601	86130.000000	43.000000	40623.441546	2128.157271	0.215289	-166.211189
426.636402	300.240539	86130.000000	43.000000	39838.387074	2166.897838	0.211139	-168.037131
427.028424	300.206614	86130.000000	43.000000	40183.605170	2133.855057	0.212987	-167.411188
427.420447	300.199629	86130.000000	43.000000	39893.445779	2131.632255	0.211427	-167.424163
427.812469	300.196636	86130.000000	43.000000	39875.407261	2105.548138	0.211327	-166.006861
428.203492	300.193643	86130.000000	43.000000	39635.952180	2189.262056	0.210056	-167.044707
428.597514	300.199629	86130.000000	43.000000	40400.140402	2157.806966	0.214104	-166.879305
428.989537	300.188654	86130.000000	43.000000	40113.463228	2193.181444	0.212589	-167.297673
429.381559	300.196636	86130.000000	43.000000	40437.258194	2194.125026	0.214297	-166.529016
429.773582	300.209607	86130.000000	43.000000	40442.436865	2133.682695	0.214330	-166.441452
430.165604	300.219585	86130.000000	43.000000	39890.077697	2091.258657	0.211411	-166.554967
430.556626	300.180671	86130.000000	43.000000	39497.359330	2145.758459	0.209336	-166.678226
430.948648	300.173687	86130.000000	43.000000	40009.794465	2168.158932	0.212027	-166.564695
431.341671	300.186658	86130.000000	43.000000	40215.462848	2153.742428	0.213112	-166.853370
431.734694	300.178676	86130.000000	43.000000	40080.680295	2125.526189	0.212406	-167.690105
432.126716	300.160716	86130.000000	43.000000	39826.516923	2145.322966	0.211054	-167.531183
432.518738	300.170693	86130.000000	43.000000	40013.023821	2141.213045	0.212031	-167.521456
432.909761	300.186658	86130.000000	43.000000	39972.345058	2155.502525	0.211822	-167.722535
433.301783	300.144751	86130.000000	43.000000	40097.486850	2137.892426	0.212495	-167.576589
433.693806	300.160716	86130.000000	43.000000	39950.444873	2178.719601	0.211689	-166.872825
434.086828	300.162711	86130.000000	43.000000	40315.539891	2148.108283	0.213634	-166.285778
434.478850	300.173687	86130.000000	43.000000	40036.670680	2124.437502	0.212158	-166.071723
434.871873	300.167700	86130.000000	43.000000	39816.765361	2154.540817	0.210999	-166.827419
435.262896	300.144751	86130.000000	43.000000	40094.047866	2168.630722	0.212465	-166.846875
435.653918	300.169696	86130.000000	43.000000	40229.376820	2128.928447	0.213167	-166.224149
436.046940	300.148742	86130.000000	43.000000	39859.296079	2161.426970	0.211222	-167.664154
436.439963	300.161713	86130.000000	43.000000	40163.452849	2127.540331	0.212820	-167.382005
436.830985	300.150738	86130.000000	43.000000	39850.168540	2132.339919	0.211169	-167.158222
437.223008	300.158720	86130.000000	43.000000	39897.444777	2149.759486	0.211412	-167.505248
437.614030	300.143753	86130.000000	43.000000	40054.099322	2125.462678	0.212247	-166.636036
438.009052	300.169696	86130.000000	43.000000	39836.360976	2144.134426	0.211084	-165.620925
438.400075	300.137766	86130.000000	43.000000	39997.746411	2113.867790	0.211956	-166.233892
438.792097	300.145749	86130.000000	43.000000	39731.572211	2164.711291	0.210525	-165.669579
445.449478	300.139762	86130.000000	43.000000	40367.800753	2149.886508	0.213890	-203.186757
445.840500	300.126791	86130.000000	43.000000	40091.974917	2194.887116	0.212436	-204.172686
446.233523	300.131780	86130.000000	43.000000	40504.831636	2179.472605	0.214615	-202.794341
446.623545	300.139762	86130.000000	43.000000	40362.794166	2174.791040	0.213865	-202.431092
447.016568	300.133775	86130.000000	43.000000	40317.503707	2214.974062	0.213631	-202.609468
447.407590	300.115815	86130.000000	43.000000	40681.651830	2127.005072	0.215556	-202.385686
447.800612	300.139762	86130.000000	43.000000	39889.795830	2158.668866	0.211349	-203.806204
448.191635	300.144751	86130.000000	43.000000	40172.287061	2171.706339	0.212861	-202.356503
448.584657	300.126791	86130.000000	43.000000	40287.774349	2146.248377	0.213476	-203.355406
448.976680	300.115815	86130.000000	43.000000	40063.002127	2152.272631	0.212274	-202.885137
449.368702	300.100848	86130.000000	43.000000	40121.079930	2155.838209	0.212574	-204.542399
449.760725	300.128786	86130.000000	43.000000	40159.829150	2175.090469	0.212770	-202.898113
450.152747	300.115815	86130.000000	43.000000	40324.100684	2162.679022	0.213659	-202.992173
450.544769	300.115815	86130.000000	43.000000	40215.759302	2179.962524	0.213076	-203.034331
450.938792	300.118808	86130.000000	43.000000	40372.443336	2173.375712	0.213906	-204.282953
451.330814	300.113819	86130.000000	43.000000	40312.905658	2173.212391	0.213593	-202.959742
451.722837	300.113819	86130.000000	43.000000	40311.888938	2146.048758	0.213584	-204.078626
452.113859	300.124795	86130.000000	43.000000	40065.867125	2166.317153	0.212281	-202.233260
452.505882	300.111824	86130.000000	43.000000	40245.134394	2132.476027	0.213238	-203.219188
452.897904	300.135771	86130.000000	43.000000	39941.733641	2156.464234	0.211622	-204.477538
453.289927	300.148742	86130.000000	43.000000	40153.974842	2136.985143	0.212762	-203.455946
453.680949	300.124795	86130.000000	43.000000	39971.284890	2128.737957	0.211802	-204.607276
454.073971	300.127788	86130.000000	43.000000	39904.538961	2157.806966	0.211433	-203.144599
454.464993	300.119806	86130.000000	43.000000	40167.650348	2133.238117	0.212829	-204.117552
454.858016	300.124795	86130.000000	43.000000	39946.910587	2170.980547	0.211654	-203.887289
455.248038	300.122800	86130.000000	43.000000	40288.847951	2133.818759	0.213469	-202.489473
455.641061	300.140760	86130.000000	43.000000	39949.878304	2151.419817	0.211672	-202.502449
456.032084	300.122800	86130.000000	43.000000	40104.749083	2175.925198	0.212504	-201.698145
456.424106	300.143753	86130.000000	43.000000	40332.398256	2189.416291	0.213699	-203.728367
456.816128	300.137766	86130.000000	43.000000	40449.218182	2188.545306	0.214331	-202.927311
457.208150	300.132777	86130.000000	43.000000	40442.573067	2161.889675	0.214292	-202.479746
457.600173	300.122800	86130.000000	43.000000	40202.431372	2192.265119	0.213016	-202.288393
457.990195	300.132777	86130.000000	43.000000	40480.395063	2121.343714	0.214483	-202.353255
458.382218	300.124795	86130.000000	43.000000	39832.063581	2144.043702	0.211054	-201.850571
458.774240	300.145749	86130.000000	43.000000	40041.916987	2159.694086	0.212161	-203.092713
459.166263	300.153731	86130.000000	43.000000	40178.741212	2174.010823	0.212899	-203.164054
459.559285	300.153731	86130.000000	43.000000	40306.101369	2158.777761	0.213579	-203.391085
459.950307	300.184663	86130.000000	43.000000	40168.040058	2139.362180	0.212848	-202.758662
460.342330	300.169696	86130.000000	43.000000	39980.627904	2156.564000	0.211875	-203.313248
460.737352	300.145749	86130.000000	43.000000	40142.679872	2181.922239	0.212724	-202.482993
461.129375	300.148742	86130.000000	43.000000	40379.664275	2183.718635	0.213964	-201.879754
461.522398	300.153731	86130.000000	43.000000	40394.379599	2187.456575	0.214044	-202.975950
461.914420	300.145749	86130.000000	43.000000	40427.437429	2193.771172	0.214222	-203.271074
462.306442	300.158720	86130.000000	43.000000	40487.230290	2164.049010	0.214534	-203.199733
462.696465	300.150738	86130.000000	43.000000	40214.087920	2100.875701	0.213095	-202.450563
463.088487	300.158720	86130.000000	43.000000	39637.985719	2139.407564	0.210037	-202.859202
463.481509	300.182667	86130.000000	43.000000	39989.440155	2186.676314	0.211905	-202.855954
463.874532	300.166702	86130.000000	43.000000	40410.847552	2161.363459	0.214153	-201.863546
464.266554	300.184663	86130.000000	43.000000	40186.012776	2197.853881	0.212952	-203.157574
464.656577	300.163709	86130.000000	43.000000	40511.187764	2145.522542	0.214687	-201.863546
471.311957	300.208609	86130.000000	43.000000	40002.036169	2155.411802	0.211997	-225.276077
471.704980	300.184663	86130.000000	43.000000	40138.719731	2143.100164	0.212728	-223.962594
472.097002	300.182667	86130.000000	43.000000	40033.135569	2189.316482	0.212153	-225.460934
472.488025	300.200627	86130.000000	43.000000	40454.512650	2126.932476	0.214385	-224.487981
472.879047	300.184663	86130.000000	43.000000	39880.564303	2161.916888	0.211355	-225.616608
473.272069	300.188654	86130.000000	43.000000	40205.894022	2153.687959	0.213069	-225.726875
473.663092	300.180671	86130.000000	43.000000	40129.843608	2127.894185	0.212668	-225.126899
474.054114	300.188654	86130.000000	43.000000	39896.318488	2171.470465	0.211425	-225.762554
474.446136	300.196636	86130.000000	43.000000	40291.398969	2143.453974	0.213524	-223.203696
474.840159	300.178676	86130.000000	43.000000	40031.808376	2144.424769	0.212154	-224.260966
475.231182	300.196636	86130.000000	43.000000	40047.385395	2146.683869	0.212225	-222.830719
475.623204	300.183665	86130.000000	43.000000	40060.964437	2146.057843	0.212308	-223.858806
476.014226	300.165705	86130.000000	43.000000	40060.324953	2185.006941	0.212297	-223.184225
476.407248	300.170693	86130.000000	43.000000	40419.138768	2151.510541	0.214186	-223.200448
476.799271	300.201625	86130.000000	43.000000	40113.675850	2143.072908	0.212571	-221.741019
477.191294	300.188654	86130.000000	43.000000	40025.540639	2159.657788	0.212124	-223.839351
477.586316	300.175682	86130.000000	43.000000	40182.587434	2144.451981	0.212948	-221.705340
477.978339	300.165705	86130.000000	43.000000	40046.501430	2164.094350	0.212218	-222.953962
478.370361	300.157722	86130.000000	43.000000	40229.575823	2181.913154	0.213182	-225.639311
478.762383	300.165705	86130.000000	43.000000	40395.928516	2117.415241	0.214058	-225.182033
479.154406	300.144751	86130.000000	43.000000	39805.075523	2148.670798	0.210932	-222.422080
479.547428	300.141758	86130.000000	43.000000	40095.570952	2105.865693	0.212458	-222.441535
479.938451	300.162711	86130.000000	43.000000	39704.191124	2172.305151	0.210382	-222.876126
480.328473	300.165705	86130.000000	43.000000	40305.003194	2124.600779	0.213580	-223.777737
480.722496	300.157722	86130.000000	43.000000	39869.896506	2163.196153	0.211276	-223.635039
481.113518	300.146746	86130.000000	43.000000	40224.655496	2163.359473	0.213150	-223.917188
481.505540	300.152733	86130.000000	43.000000	40229.953190	2174.546081	0.213171	-223.307468
481.896563	300.157722	86130.000000	43.000000	40328.978982	2117.968670	0.213700	-222.039391
482.289585	300.167700	86130.000000	43.000000	39810.191016	2123.267089	0.210954	-226.180921
482.681608	300.170693	86130.000000	43.000000	39859.183480	2137.647467	0.211220	-222.720452
483.072630	300.183665	86130.000000	43.000000	39986.940881	2160.429006	0.211899	-224.458798
483.464653	300.175682	86130.000000	43.000000	40191.873754	2154.059941	0.212994	-224.948522
483.857675	300.183665	86130.000000	43.000000	40136.964092	2172.831368	0.212697	-225.074997
484.249697	300.191647	86130.000000	43.000000	40304.967240	2148.208049	0.213593	-223.349627
484.641720	300.172689	86130.000000	43.000000	40077.152167	2182.893034	0.212391	-222.435055
485.032742	300.183665	86130.000000	43.000000	40397.328024	2124.473757	0.214075	-222.101005
485.426764	300.188654	86130.000000	43.000000	39861.637341	2168.367592	0.211244	-223.414488
485.817787	300.180671	86130.000000	43.000000	40261.425009	2167.941185	0.213366	-221.251295
486.208809	300.191647	86130.000000	43.000000	40258.297529	2148.634500	0.213344	-223.213424
486.599832	300.180671	86130.000000	43.000000	40080.841665	2150.666769	0.212410	-223.907460
486.994854	300.193643	86130.000000	43.000000	40103.502519	2141.194874	0.212523	-223.122611
487.385877	300.178676	86130.000000	43.000000	40012.222349	2154.740392	0.212048	-225.710668
487.776899	300.188654	86130.000000	43.000000	40142.767135	2113.278063	0.212730	-223.881509
488.168921	300.183665	86130.000000	43.000000	39758.671305	2165.083272	0.210701	-221.659934
488.564944	300.206614	86130.000000	43.000000	40231.723082	2146.937914	0.213205	-224.183129
488.955966	300.188654	86130.000000	43.000000	40061.390037	2158.124522	0.212317	-221.883717
489.346989	300.175682	86130.000000	43.000000	40167.098197	2140.351102	0.212866	-222.629640
